2012-11-20,140,11,4
2012-11-23,37,1,2
2013-01-05,5,10,3
2012-11-30,27,3,2
2012-11-04,65,9,5
2012-12-09,110,11,4
2013-01-16,23,11,3
2012-10-07,142,3,4
2012-12-23,10,6,1
2012-10-06,40,1,6
2012-12-31,84,6,5
2012-09-03,92,3,5
2012-09-25,156,12,1
2012-09-04,129,5,1
2013-01-09,126,2,3
2012-10-26,65,10,5
2012-10-29,142,8,5
2012-09-24,1,2,2
2012-10-18,94,11,3
2012-10-31,114,2,1
2012-11-09,1,1,4
2012-10-29,132,6,6
2012-09-23,69,2,5
2012-09-18,87,12,4
2013-01-12,59,10,1
2012-09-16,107,1,2
2013-01-06,94,9,5
2012-10-01,150,3,5
2012-09-12,7,3,2
2012-12-27,154,12,3
2012-10-15,23,4,1
2012-10-02,70,4,2
2012-12-29,113,7,6
2012-12-24,46,11,3
2013-01-05,58,8,4
2012-10-26,64,5,3
2012-11-26,119,3,3
2012-12-11,53,9,3
2012-11-16,78,7,3
2012-09-20,1,5,4
2013-01-11,17,12,5
2012-10-05,91,12,5
2012-10-04,131,1,3
2012-12-26,61,5,4
2012-11-01,118,7,2
2012-12-18,87,7,6
2012-12-26,125,1,1
2012-11-22,50,2,5
2012-12-23,102,11,6
2012-12-18,7,8,4
2012-10-03,117,6,2
2012-10-18,81,6,1
2012-09-09,110,8,6
2012-09-17,142,11,3
2013-01-01,17,6,4
2012-11-11,57,6,2
2012-11-08,70,8,5
2012-12-24,22,9,1
2012-09-06,151,8,6
2013-01-04,100,6,5
2012-09-29,141,1,2
2012-12-30,112,5,1
2012-09-28,58,1,6
2012-10-12,112,8,1
2012-12-10,138,7,5
2013-01-11,92,6,3
2013-01-16,17,6,2
2012-09-09,74,1,2
2012-12-22,137,8,4
2012-10-10,55,1,6
2012-12-02,88,5,3
2012-12-14,54,2,2
2012-09-21,61,8,4
2012-09-19,88,5,3
2012-11-30,126,1,3
2012-10-20,45,1,4
2012-10-30,118,9,1
2012-11-26,95,9,4
2012-10-05,134,2,3
2012-11-23,5,5,2
2012-12-05,62,2,2
2012-09-08,60,12,6
2013-01-01,38,6,3
2012-12-29,27,1,2
2012-11-24,78,4,4
2012-10-12,28,5,3
2012-10-22,8,5,2
2012-09-08,122,9,5
2012-11-03,90,4,5
2013-01-10,17,5,1
2012-10-15,43,8,5
2013-01-09,30,10,2
2012-10-21,11,7,6
2012-12-26,129,12,6
2012-09-22,62,9,2
2013-01-01,112,3,5
2013-01-03,133,5,4
2012-09-27,48,12,4
2013-01-15,104,2,3
2012-11-06,9,8,6
2012-12-07,15,8,5
2012-09-30,123,6,3
2012-12-20,152,6,2
2012-11-16,73,1,2
2013-01-20,12,10,3
2012-10-07,104,4,3
2012-10-26,22,8,5
2012-10-07,122,12,6
2012-11-08,63,12,3
2012-09-09,62,11,5
2012-10-13,77,8,3
2012-11-05,91,12,2
2012-11-29,35,4,4
2012-12-14,31,2,2
2012-11-29,134,1,2
2012-12-11,97,4,2
2013-01-18,62,6,1
2012-10-19,142,12,6
2012-10-19,95,8,1
2012-11-02,53,12,2
2012-10-29,9,1,3
2012-10-12,31,3,6
2012-11-16,49,6,5
2012-12-17,110,7,1
2012-12-15,17,4,4
2013-01-08,112,9,4
2013-01-04,92,2,1
2012-11-27,92,3,1
2012-11-27,139,10,6
2012-10-30,152,4,4
2013-01-20,94,12,1
2013-01-14,127,11,5
2012-11-28,134,4,5
2012-12-06,67,10,3
2012-10-05,71,6,5
2012-12-23,14,5,5
2012-09-07,18,6,3
2012-12-01,151,3,4
2012-09-21,136,5,2
2012-10-19,45,4,2
2012-11-29,151,2,1
2012-10-01,117,11,1
2012-12-11,64,11,2
2012-10-16,21,7,5
2012-09-03,33,10,3
2012-12-30,63,8,6
2012-12-16,13,11,3
2012-12-30,83,9,3
2012-11-17,63,1,6
2012-12-16,95,11,6
2012-11-24,156,10,5
2012-12-27,79,4,4
2012-12-31,106,9,4
2012-11-15,113,11,1
2012-10-03,1,2,6
2012-09-04,90,5,6
2012-12-03,83,7,4
2012-10-07,107,6,4
2012-11-23,76,4,5
2012-12-29,155,12,3
2012-10-20,17,7,5
2012-11-15,34,2,3
2012-11-19,8,10,6
2012-11-03,71,2,2
2012-10-28,8,4,4
2013-01-11,120,2,1
2012-12-16,24,6,5
2012-09-05,1,12,2
2012-12-31,133,7,4
2012-12-17,76,8,1
2012-10-28,133,7,2
2012-11-05,71,10,1
2012-10-31,81,11,3
2012-10-15,117,6,1
2012-10-22,61,1,2
2013-01-17,27,10,2
2012-11-28,63,11,1
2012-09-27,61,2,3
2012-10-27,120,4,4
2012-11-02,68,1,4
2013-01-11,8,9,6
2012-09-24,24,7,1
2012-10-21,127,5,6
2012-09-06,98,3,1
2012-09-06,21,12,2
2012-10-18,100,12,4
2013-01-04,38,9,1
2012-10-31,55,3,4
2012-10-19,21,7,4
2012-11-03,120,11,1
2012-09-30,83,9,3
2012-12-08,150,5,6
2012-12-10,81,6,6
2012-12-20,149,10,1
2012-10-17,107,1,1
2012-10-26,122,10,3
2012-12-15,13,9,3
2012-12-02,11,7,3
2012-09-21,110,3,4
2012-10-05,18,7,6
2012-10-29,36,12,2
2012-11-30,85,7,5
2012-12-30,78,4,4
2012-12-09,115,8,6
2012-09-11,130,10,4
2012-11-22,87,6,2
2012-11-18,27,12,3
2012-10-20,60,11,2
2012-10-23,101,4,3
2013-01-12,7,5,2
2012-11-29,127,5,6
2012-09-04,140,12,5
2012-12-21,105,10,6
2012-10-14,17,2,5
2012-09-29,143,1,1
2012-10-10,53,12,4
2013-01-19,61,7,2
2012-09-13,46,3,6
2012-09-29,87,5,3
2012-09-09,95,12,5
2012-12-05,147,12,4
2012-11-05,130,1,3
2012-09-24,36,3,3
2012-11-06,97,5,5
2012-09-20,98,2,1
2013-01-14,115,9,4
2013-01-19,79,8,2
2013-01-22,60,5,6
2012-09-17,13,6,3
2012-09-10,97,10,2
2012-10-14,122,1,6
2013-01-10,4,8,6
2013-01-22,133,4,5
2012-11-27,61,9,2
2012-11-17,111,12,4
2012-10-09,121,1,1
2012-10-19,55,7,1
2012-11-03,87,3,2
2012-10-02,10,5,3
2013-01-18,51,12,1
2012-10-15,123,1,6
2012-10-06,78,9,1
2012-10-23,18,7,6
2013-01-15,69,1,3
2012-11-26,68,12,6
2013-01-17,27,7,5
2012-10-26,34,2,4
2012-12-07,100,3,6
2012-10-08,76,6,6
2012-09-14,144,5,3
2012-09-25,34,6,4
2012-11-03,124,7,3
2012-09-11,141,7,4
2012-11-07,49,3,5
2012-09-12,88,3,5
2012-11-01,76,2,2
2012-11-02,140,1,3
2012-11-26,21,4,4
2012-09-19,55,4,1
2012-09-10,61,3,2
2012-11-03,33,12,2
2012-09-06,9,5,1
2012-11-07,138,7,6
2012-12-15,82,10,4
2012-11-11,87,2,5
2013-01-18,142,7,4
2012-12-26,118,3,1
2012-12-11,104,2,6
2012-09-30,1,8,5
2012-12-25,46,8,3
2012-10-09,87,1,2
2013-01-02,147,2,2
2013-01-14,118,9,6
2013-01-21,109,12,3
2012-09-28,93,12,5
2012-09-25,51,12,3
2013-01-06,44,11,2
2012-10-08,146,4,1
2012-12-27,11,2,3
2012-12-18,110,2,1
2012-11-01,87,10,2
2012-10-05,147,4,5
2012-11-22,87,12,6
2012-10-04,61,4,1
2013-01-13,29,4,3
2013-01-13,46,5,4
2012-09-30,127,6,3
2012-12-03,151,1,5
2012-09-16,85,11,3
2012-12-24,131,11,3
2013-01-20,89,8,2
2012-10-04,96,8,6
2013-01-13,140,6,1
2012-10-11,69,2,3
2012-12-23,143,9,6
2012-11-05,121,5,2
2012-12-26,30,12,1
2012-12-06,2,4,4
2012-09-30,154,3,4
2012-10-30,121,8,1
2012-09-06,21,7,5
2012-12-13,67,2,4
2013-01-01,44,11,1
2012-10-04,71,3,1
2012-11-10,40,9,2
2013-01-12,23,12,2
2013-01-10,35,8,5
2012-11-24,43,10,5
2013-01-14,31,8,2
2012-11-18,134,6,3
2013-01-13,11,4,5
2012-11-01,9,12,2
2012-10-25,48,5,1
2013-01-07,106,1,1
2012-10-12,14,3,5
2012-10-08,89,4,3
2012-09-13,55,8,4
2013-01-05,87,4,6
2012-09-26,138,4,3
2012-10-08,47,10,1
2012-12-22,97,7,1
2012-09-27,15,4,3
2012-09-17,152,10,6
2012-10-07,94,10,5
2012-11-13,106,1,5
2012-11-07,44,1,1
2012-09-14,100,6,2
2012-12-10,69,4,1
2012-10-30,14,4,5
2012-09-29,10,2,4
2012-12-07,28,1,6
2013-01-09,23,11,2
2012-09-10,150,10,2
2013-01-01,18,2,2
2012-10-15,23,7,1
2012-10-28,18,9,3
2012-12-21,122,5,1
2012-11-04,2,5,6
2012-09-12,30,8,2
2012-12-13,149,2,6
2013-01-14,95,8,5
2013-01-10,114,3,5
2012-10-18,140,7,1
2012-12-04,57,11,4
2012-11-14,58,4,3
2012-11-09,119,8,2
2012-09-05,146,8,1
2012-09-16,52,8,6
2012-12-04,13,1,2
2013-01-22,141,2,1
2012-11-21,154,7,6
2012-10-18,83,1,1
2012-10-27,87,5,3
2013-01-20,129,11,6
2012-12-28,108,11,4
2012-09-07,136,6,2
2012-12-19,107,10,2
2012-10-19,24,6,5
2012-11-25,78,2,5
2012-11-02,29,4,3
2012-11-08,17,1,6
2012-10-12,37,11,1
2013-01-06,17,2,4
2012-09-21,5,10,4
2012-10-31,121,1,4
2012-12-02,25,5,6
2013-01-03,106,5,4
2012-10-22,33,8,6
2012-11-16,97,9,1
2012-12-02,47,5,3
2013-01-14,6,12,6
2013-01-11,21,7,3
2012-09-26,102,5,6
2012-09-24,59,9,5
2013-01-05,126,2,4
2012-11-15,102,6,3
2012-12-08,102,1,5
2012-12-05,54,4,5
2012-10-17,135,6,6
2012-12-09,72,3,4
2012-12-31,49,6,6
2012-12-19,47,10,1
2012-09-11,111,8,2
2013-01-15,94,2,2
2012-12-23,111,11,3
2012-11-30,130,12,4
2012-11-16,21,4,3
2012-12-15,3,8,1
